Time [days],Radial Velocity [m/s],RV error [m/s]
0.0,9.568377892978111,5.388486228060563
0.17391304347826086,18.54441474487081,5.388486228060563
0.34782608695652173,37.58444442438192,5.388486228060563
0.5217391304347826,55.190232652799,5.388486228060563
0.6956521739130435,48.8831539247067,5.388486228060563
0.8695652173913043,53.26690369257674,5.388486228060563
1.0434782608695652,68.4997777330262,5.388486228060563
1.2173913043478262,59.02592432509339,5.388486228060563
1.391304347826087,42.642962632235225,5.388486228060563
1.5652173913043477,41.17383015726368,5.388486228060563
1.7391304347826086,21.117373181840787,5.388486228060563
1.9130434782608696,7.443570377617894,5.388486228060563
2.0869565217391304,-1.2910881535448264,5.388486228060563
2.260869565217391,-32.71518405158959,5.388486228060563
2.4347826086956523,-44.235671798125495,5.388486228060563
2.608695652173913,-45.943115968472426,5.388486228060563
2.782608695652174,-57.80683668665863,5.388486228060563
2.9565217391304346,-52.15260636273737,5.388486228060563
3.1304347826086953,-63.267034848046976,5.388486228060563
3.3043478260869565,-64.92275247568747,5.388486228060563
3.4782608695652173,-35.96360851593253,5.388486228060563
3.652173913043478,-40.39619482896343,5.388486228060563
3.8260869565217392,-26.3911964082053,5.388486228060563
4.0,-24.884431960019118,5.388486228060563
4.173913043478261,-3.5019506708535273,5.388486228060563
4.3478260869565215,16.023460931424356,5.388486228060563
4.521739130434782,19.207095272868806,5.388486228060563
4.695652173913043,42.814767021333566,5.388486228060563
4.869565217391305,43.757592414469194,5.388486228060563
5.043478260869565,51.7614132600815,5.388486228060563
5.217391304347826,51.225348380844,5.388486228060563
5.391304347826087,69.08408967719485,5.388486228060563
5.565217391304348,48.785189831977085,5.388486228060563
5.739130434782608,31.815605465001152,5.388486228060563
5.913043478260869,35.57010689605768,5.388486228060563
6.08695652173913,6.012507199930548,5.388486228060563
6.260869565217391,3.1930054327042083,5.388486228060563
6.434782608695652,-28.513387655015677,5.388486228060563
6.608695652173913,-36.96819997246825,5.388486228060563
6.782608695652174,-36.527143716783904,5.388486228060563
6.956521739130435,-41.426241568718325,5.388486228060563
7.130434782608695,-52.05521471064703,5.388486228060563
7.304347826086956,-56.89967361348675,5.388486228060563
7.478260869565217,-57.21874754859833,5.388486228060563
7.6521739130434785,-61.83787690532451,5.388486228060563
7.826086956521739,-47.65099767411811,5.388486228060563
8.0,-34.68110381138145,5.388486228060563
8.17391304347826,-9.58674139683221,5.388486228060563
8.347826086956522,-1.145623737519346,5.388486228060563
8.521739130434783,-3.591407797099466,5.388486228060563
8.695652173913043,26.81572686435091,5.388486228060563
8.869565217391305,33.24577653867121,5.388486228060563
9.043478260869565,40.604835931214176,5.388486228060563
9.217391304347826,57.55478992956462,5.388486228060563
9.391304347826086,64.05741254894079,5.388486228060563
9.565217391304348,62.70574778434035,5.388486228060563
9.73913043478261,44.322652708919826,5.388486228060563
9.91304347826087,40.95823752142142,5.388486228060563
10.08695652173913,35.59666344895202,5.388486228060563
10.26086956521739,28.08012784523242,5.388486228060563
10.434782608695652,2.426653014516218,5.388486228060563
10.608695652173912,-9.65618579954867,5.388486228060563
10.782608695652174,-30.91056218902266,5.388486228060563
10.956521739130434,-44.055229230225684,5.388486228060563
11.130434782608695,-38.12356867758856,5.388486228060563
11.304347826086957,-40.95207292045008,5.388486228060563
11.478260869565217,-56.12016584186425,5.388486228060563
11.652173913043478,-47.57356706900258,5.388486228060563
11.826086956521738,-49.07831073470232,5.388486228060563
12.0,-50.05456247009356,5.388486228060563
