# column 1: WAVELENGTH (ANGSTROM), Wavelength in Angstrom
# column 2: FLUX (ERG/CM2/S/A), Flux in erg/cm2/s/A
              0     3.04089e-99 
          0.001     3.04089e-99 
          0.002     3.04089e-99 
          0.003     3.04089e-99 
          0.004     3.04089e-99 
          0.005     3.04089e-99 
          0.006     3.04089e-99 
          0.007     3.04089e-99 
          0.008     3.04089e-99 
           0.01     3.04089e-99 
          0.012     3.04089e-99 
          0.014     3.04089e-99 
          0.016     3.04089e-99 
          0.017     3.04089e-99 
          0.019     3.04089e-99 
           0.02     3.04089e-99 
          0.021     3.04089e-99 
          0.023     3.04089e-99 
          0.024     3.04089e-99 
          0.025     3.04089e-99 
          0.027     3.04089e-99 
          0.028     3.04089e-99 
          0.029     3.04089e-99 
          0.031     3.04089e-99 
          0.032     3.04089e-99 
          0.033     3.04089e-99 
          0.034     3.04089e-99 
          0.035     3.04089e-99 
          0.037     3.04089e-99 
          0.038     3.04089e-99 
          0.039     3.04089e-99 
           0.04     3.04089e-99 
          0.041     3.04089e-99 
          0.042     3.04089e-99 
          0.044     3.04089e-99 
          0.045     3.04089e-99 
          0.046     3.04089e-99 
          0.047     3.04089e-99 
          0.048     3.04089e-99 
          0.049     3.04089e-99 
           0.05     3.04089e-99 
          0.052     3.04089e-99 
          0.053     3.04089e-99 
          0.054     3.04089e-99 
          0.055     3.04089e-99 
          0.056     3.04089e-99 
          0.057     3.04089e-99 
          0.058     3.04089e-99 
           0.06     3.04089e-99 
          0.061     3.04089e-99 
          0.062     3.04089e-99 
          0.063     3.04089e-99 
          0.064     3.04089e-99 
          0.066     3.04089e-99 
          0.067     3.04089e-99 
          0.068     3.04089e-99 
          0.069     3.04089e-99 
           0.07     3.04089e-99 
          0.072     3.04089e-99 
          0.073     3.04089e-99 
          0.074     3.04089e-99 
          0.075     3.04089e-99 
          0.077     3.04089e-99 
          0.078     3.04089e-99 
          0.079     3.04089e-99 
          0.081     3.04089e-99 
          0.082     3.04089e-99 
          0.083     3.04089e-99 
          0.085     3.04089e-99 
          0.088     3.04089e-99 
          0.089     3.04089e-99 
          0.091     3.04089e-99 
